position,AM
minutes,64.0
passes_completed,37.0
passes,48.0
dribbles_completed,4.0
dribbles,4.0
passes_completed_short,22.0
passes_short,24.0
passes_completed_medium,11.0
passes_medium,12.0
passes_completed_long,3.0
passes_long,7.0
passes_total_distance,525.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,12.0
passes_switches,3.0
crosses,1.0
corner_kicks,3.0
passes_intercepted,3.0
passes_blocked,2.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,3.0
sca,8.0
gca,0.0
xg,0.4
crosses_into_penalty_area,0.0
passes_into_final_third,2.0
passes_into_penalty_area,2.0
progressive_passes,5.0
carry_progressive_distance,124.0
assisted_shots,4.0
fouled,3.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,2.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,24.0
pressure_regains,8.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,3.0
ball_recoveries,13.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
