position,CB
minutes,90
passes_completed,46
passes,52
dribbles_completed,1
dribbles,1
passes_completed_short,6
passes_short,7
passes_completed_medium,27
passes_medium,29
passes_completed_long,13
passes_long,14
passes_total_distance,1201
passes_free_kicks,0
through_balls,0
passes_pressure,11
passes_switches,2
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,2
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,1
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,4
passes_into_penalty_area,0
progressive_passes,1
carry_progressive_distance,148
assisted_shots,0
fouled,1
pens_won,0
tackles,1
interceptions,1
blocks,1
tackles_won,1
dribble_tackles,1
dribbles_vs,1
pressures,10
pressure_regains,4
clearances,3
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,11
pens_conceded,0
fouls,0
cards_yellow_red,0
