position,WB
minutes,800.0
passes_completed,392.0
passes,534.0
dribbles_completed,19.0
dribbles,24.0
passes_completed_short,190.0
passes_short,222.0
passes_completed_medium,149.0
passes_medium,179.0
passes_completed_long,47.0
passes_long,110.0
passes_total_distance,7135.0
passes_free_kicks,17.0
through_balls,1.0
passes_pressure,81.0
passes_switches,26.0
crosses,36.0
corner_kicks,25.0
passes_intercepted,9.0
passes_blocked,27.0
dispossessed,8.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,28.0
gca,3.0
xg,0.7
crosses_into_penalty_area,7.0
passes_into_final_third,37.0
passes_into_penalty_area,17.0
progressive_passes,48.0
carry_progressive_distance,1027.0
assisted_shots,11.0
fouled,12.0
pens_won,0.0
tackles,12.0
interceptions,7.0
blocks,22.0
tackles_won,8.0
dribble_tackles,7.0
dribbles_vs,19.0
pressures,84.0
pressure_regains,29.0
clearances,15.0
errors,0.0
aerials_won,6.0
aerials_lost,6.0
ball_recoveries,84.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
