position,LM
minutes,1206.0
passes_completed,302.0
passes,419.0
dribbles_completed,25.0
dribbles,44.0
passes_completed_short,148.0
passes_short,184.0
passes_completed_medium,112.0
passes_medium,144.0
passes_completed_long,34.0
passes_long,62.0
passes_total_distance,5256.0
passes_free_kicks,3.0
through_balls,3.0
passes_pressure,107.0
passes_switches,10.0
crosses,18.0
corner_kicks,16.0
passes_intercepted,10.0
passes_blocked,22.0
dispossessed,26.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,28.0
shots_on_target,8.0
sca,43.0
gca,3.0
xg,3.0999999999999996
crosses_into_penalty_area,4.0
passes_into_final_third,15.0
passes_into_penalty_area,17.0
progressive_passes,35.0
carry_progressive_distance,2303.0
assisted_shots,22.0
fouled,21.0
pens_won,0.0
tackles,14.0
interceptions,6.0
blocks,31.0
tackles_won,6.0
dribble_tackles,5.0
dribbles_vs,20.0
pressures,235.0
pressure_regains,57.0
clearances,7.0
errors,0.0
aerials_won,13.0
aerials_lost,21.0
ball_recoveries,93.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
