position,LB
minutes,1328.0
passes_completed,518.0
passes,686.0
dribbles_completed,20.0
dribbles,32.0
passes_completed_short,230.0
passes_short,252.0
passes_completed_medium,219.0
passes_medium,279.0
passes_completed_long,65.0
passes_long,139.0
passes_total_distance,9533.0
passes_free_kicks,31.0
through_balls,1.0
passes_pressure,83.0
passes_switches,16.0
crosses,39.0
corner_kicks,41.0
passes_intercepted,11.0
passes_blocked,17.0
dispossessed,10.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,2.0
sca,40.0
gca,2.0
xg,0.0
crosses_into_penalty_area,9.0
passes_into_final_third,33.0
passes_into_penalty_area,14.0
progressive_passes,49.0
carry_progressive_distance,1733.0
assisted_shots,24.0
fouled,8.0
pens_won,0.0
tackles,13.0
interceptions,10.0
blocks,27.0
tackles_won,11.0
dribble_tackles,6.0
dribbles_vs,16.0
pressures,164.0
pressure_regains,46.0
clearances,32.0
errors,0.0
aerials_won,10.0
aerials_lost,15.0
ball_recoveries,134.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
