position,CM
minutes,485.0
passes_completed,188.0
passes,249.0
dribbles_completed,3.0
dribbles,5.0
passes_completed_short,61.0
passes_short,79.0
passes_completed_medium,85.0
passes_medium,110.0
passes_completed_long,39.0
passes_long,51.0
passes_total_distance,4070.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,52.0
passes_switches,5.0
crosses,8.0
corner_kicks,1.0
passes_intercepted,2.0
passes_blocked,6.0
dispossessed,7.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,3.0
sca,13.0
gca,1.0
xg,0.6
crosses_into_penalty_area,1.0
passes_into_final_third,23.0
passes_into_penalty_area,5.0
progressive_passes,30.0
carry_progressive_distance,384.0
assisted_shots,8.0
fouled,9.0
pens_won,0.0
tackles,14.0
interceptions,9.0
blocks,10.0
tackles_won,9.0
dribble_tackles,6.0
dribbles_vs,13.0
pressures,130.0
pressure_regains,50.0
clearances,8.0
errors,0.0
aerials_won,15.0
aerials_lost,16.0
ball_recoveries,63.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
