position,CB
minutes,765.0
passes_completed,376.0
passes,416.0
dribbles_completed,6.0
dribbles,6.0
passes_completed_short,98.0
passes_short,103.0
passes_completed_medium,213.0
passes_medium,233.0
passes_completed_long,62.0
passes_long,74.0
passes_total_distance,8032.0
passes_free_kicks,9.0
through_balls,0.0
passes_pressure,62.0
passes_switches,8.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,4.0
dispossessed,7.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,9.0
gca,0.0
xg,0.2
crosses_into_penalty_area,1.0
passes_into_final_third,25.0
passes_into_penalty_area,1.0
progressive_passes,18.0
carry_progressive_distance,2062.0
assisted_shots,2.0
fouled,7.0
pens_won,0.0
tackles,18.0
interceptions,5.0
blocks,17.0
tackles_won,9.0
dribble_tackles,6.0
dribbles_vs,14.0
pressures,117.0
pressure_regains,32.0
clearances,66.0
errors,0.0
aerials_won,7.0
aerials_lost,13.0
ball_recoveries,65.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
