position,RW
minutes,17
passes_completed,16
passes,20
dribbles_completed,2
dribbles,2
passes_completed_short,8
passes_short,8
passes_completed_medium,4
passes_medium,5
passes_completed_long,4
passes_long,5
passes_total_distance,299
passes_free_kicks,0
through_balls,0
passes_pressure,1
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,1
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,0
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,50
assisted_shots,0
fouled,0
pens_won,0
tackles,0
interceptions,1
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,6
pressure_regains,3
clearances,0
errors,1
aerials_won,0
aerials_lost,1
ball_recoveries,4
pens_conceded,0
fouls,0
cards_yellow_red,0
