position,LB
minutes,2364.0
passes_completed,786.0
passes,1087.0
dribbles_completed,42.0
dribbles,71.0
passes_completed_short,340.0
passes_short,401.0
passes_completed_medium,356.0
passes_medium,459.0
passes_completed_long,79.0
passes_long,173.0
passes_total_distance,14112.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,155.0
passes_switches,21.0
crosses,64.0
corner_kicks,0.0
passes_intercepted,12.0
passes_blocked,62.0
dispossessed,45.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,19.0
shots_on_target,4.0
sca,48.0
gca,5.0
xg,0.7
crosses_into_penalty_area,10.0
passes_into_final_third,49.0
passes_into_penalty_area,19.0
progressive_passes,87.0
carry_progressive_distance,3660.0
assisted_shots,25.0
fouled,27.0
pens_won,0.0
tackles,42.0
interceptions,15.0
blocks,66.0
tackles_won,27.0
dribble_tackles,16.0
dribbles_vs,36.0
pressures,366.0
pressure_regains,132.0
clearances,65.0
errors,0.0
aerials_won,18.0
aerials_lost,25.0
ball_recoveries,239.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
