position,CM
minutes,59
passes_completed,16
passes,23
dribbles_completed,2
dribbles,3
passes_completed_short,6
passes_short,9
passes_completed_medium,8
passes_medium,11
passes_completed_long,2
passes_long,3
passes_total_distance,284
passes_free_kicks,1
through_balls,0
passes_pressure,7
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,2
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,6
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,2
progressive_passes,3
carry_progressive_distance,35
assisted_shots,1
fouled,1
pens_won,0
tackles,3
interceptions,0
blocks,1
tackles_won,1
dribble_tackles,2
dribbles_vs,3
pressures,26
pressure_regains,6
clearances,2
errors,0
aerials_won,1
aerials_lost,1
ball_recoveries,8
pens_conceded,0
fouls,1
cards_yellow_red,0
