position,CB
minutes,2092.0
passes_completed,1831.0
passes,2023.0
dribbles_completed,13.0
dribbles,16.0
passes_completed_short,436.0
passes_short,467.0
passes_completed_medium,1031.0
passes_medium,1086.0
passes_completed_long,348.0
passes_long,438.0
passes_total_distance,40146.0
passes_free_kicks,46.0
through_balls,1.0
passes_pressure,263.0
passes_switches,35.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,21.0
dispossessed,7.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,1.0
sca,13.0
gca,3.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,103.0
passes_into_penalty_area,5.0
progressive_passes,109.0
carry_progressive_distance,4601.0
assisted_shots,4.0
fouled,10.0
pens_won,0.0
tackles,39.0
interceptions,28.0
blocks,45.0
tackles_won,18.0
dribble_tackles,11.0
dribbles_vs,27.0
pressures,240.0
pressure_regains,82.0
clearances,146.0
errors,3.0
aerials_won,79.0
aerials_lost,25.0
ball_recoveries,299.0
pens_conceded,0.0
fouls,29.0
cards_yellow_red,0.0
