position,LB
minutes,21
passes_completed,9
passes,16
dribbles_completed,2
dribbles,2
passes_completed_short,3
passes_short,3
passes_completed_medium,6
passes_medium,9
passes_completed_long,0
passes_long,4
passes_total_distance,182
passes_free_kicks,0
through_balls,0
passes_pressure,1
passes_switches,2
crosses,2
corner_kicks,1
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,2
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,1
progressive_passes,2
carry_progressive_distance,57
assisted_shots,0
fouled,2
pens_won,0
tackles,0
interceptions,1
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,3
pressure_regains,1
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,2
pens_conceded,0
fouls,0
cards_yellow_red,0
