position,RB
minutes,1343.0
passes_completed,404.0
passes,584.0
dribbles_completed,5.0
dribbles,10.0
passes_completed_short,173.0
passes_short,206.0
passes_completed_medium,184.0
passes_medium,248.0
passes_completed_long,40.0
passes_long,100.0
passes_total_distance,7245.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,95.0
passes_switches,6.0
crosses,19.0
corner_kicks,0.0
passes_intercepted,13.0
passes_blocked,26.0
dispossessed,8.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,18.0
gca,2.0
xg,0.0
crosses_into_penalty_area,4.0
passes_into_final_third,31.0
passes_into_penalty_area,9.0
progressive_passes,55.0
carry_progressive_distance,1166.0
assisted_shots,9.0
fouled,23.0
pens_won,0.0
tackles,23.0
interceptions,9.0
blocks,29.0
tackles_won,9.0
dribble_tackles,9.0
dribbles_vs,24.0
pressures,165.0
pressure_regains,41.0
clearances,51.0
errors,0.0
aerials_won,18.0
aerials_lost,14.0
ball_recoveries,130.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,1.0
