position,LW
minutes,457.0
passes_completed,57.0
passes,88.0
dribbles_completed,5.0
dribbles,10.0
passes_completed_short,33.0
passes_short,41.0
passes_completed_medium,20.0
passes_medium,27.0
passes_completed_long,2.0
passes_long,13.0
passes_total_distance,793.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,26.0
passes_switches,1.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,5.0
dispossessed,9.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,3.0
sca,8.0
gca,2.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,3.0
progressive_passes,9.0
carry_progressive_distance,284.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,1.0
interceptions,1.0
blocks,9.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,4.0
pressures,162.0
pressure_regains,32.0
clearances,3.0
errors,0.0
aerials_won,6.0
aerials_lost,13.0
ball_recoveries,23.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
