position,CM
minutes,101.0
passes_completed,56.0
passes,62.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,16.0
passes_short,16.0
passes_completed_medium,30.0
passes_medium,31.0
passes_completed_long,10.0
passes_long,12.0
passes_total_distance,1204.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,1.0
passes_switches,1.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,3.0
dispossessed,4.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,1.0
gca,0.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,1.0
progressive_passes,4.0
carry_progressive_distance,239.0
assisted_shots,0.0
fouled,4.0
pens_won,0.0
tackles,1.0
interceptions,2.0
blocks,0.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,5.0
pressures,48.0
pressure_regains,8.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,0.0
ball_recoveries,12.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
