position,LM
minutes,676.0
passes_completed,104.0
passes,155.0
dribbles_completed,14.0
dribbles,25.0
passes_completed_short,62.0
passes_short,78.0
passes_completed_medium,36.0
passes_medium,50.0
passes_completed_long,6.0
passes_long,19.0
passes_total_distance,1561.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,28.0
passes_switches,1.0
crosses,12.0
corner_kicks,1.0
passes_intercepted,8.0
passes_blocked,7.0
dispossessed,18.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,4.0
sca,13.0
gca,0.0
xg,0.8
crosses_into_penalty_area,2.0
passes_into_final_third,7.0
passes_into_penalty_area,3.0
progressive_passes,13.0
carry_progressive_distance,964.0
assisted_shots,6.0
fouled,14.0
pens_won,0.0
tackles,12.0
interceptions,4.0
blocks,11.0
tackles_won,6.0
dribble_tackles,4.0
dribbles_vs,20.0
pressures,198.0
pressure_regains,45.0
clearances,4.0
errors,0.0
aerials_won,6.0
aerials_lost,7.0
ball_recoveries,62.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
