position,DM
minutes,3112.0
passes_completed,1696.0
passes,1937.0
dribbles_completed,36.0
dribbles,45.0
passes_completed_short,606.0
passes_short,677.0
passes_completed_medium,778.0
passes_medium,871.0
passes_completed_long,298.0
passes_long,362.0
passes_total_distance,34899.0
passes_free_kicks,67.0
through_balls,8.0
passes_pressure,290.0
passes_switches,63.0
crosses,6.0
corner_kicks,2.0
passes_intercepted,22.0
passes_blocked,21.0
dispossessed,23.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,24.0
shots_on_target,9.0
sca,55.0
gca,3.0
xg,1.1
crosses_into_penalty_area,2.0
passes_into_final_third,195.0
passes_into_penalty_area,27.0
progressive_passes,201.0
carry_progressive_distance,4133.0
assisted_shots,23.0
fouled,27.0
pens_won,0.0
tackles,82.0
interceptions,33.0
blocks,57.0
tackles_won,55.0
dribble_tackles,26.0
dribbles_vs,78.0
pressures,581.0
pressure_regains,164.0
clearances,68.0
errors,3.0
aerials_won,31.0
aerials_lost,30.0
ball_recoveries,350.0
pens_conceded,0.0
fouls,60.0
cards_yellow_red,0.0
