position,RM
minutes,1950.0
passes_completed,566.0
passes,750.0
dribbles_completed,25.0
dribbles,56.0
passes_completed_short,283.0
passes_short,340.0
passes_completed_medium,206.0
passes_medium,264.0
passes_completed_long,67.0
passes_long,115.0
passes_total_distance,9873.0
passes_free_kicks,10.0
through_balls,5.0
passes_pressure,102.0
passes_switches,19.0
crosses,39.0
corner_kicks,4.0
passes_intercepted,23.0
passes_blocked,32.0
dispossessed,33.0
goals,2.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,30.0
shots_on_target,10.0
sca,49.0
gca,9.0
xg,2.3000000000000003
crosses_into_penalty_area,11.0
passes_into_final_third,54.0
passes_into_penalty_area,31.0
progressive_passes,83.0
carry_progressive_distance,2438.0
assisted_shots,30.0
fouled,45.0
pens_won,1.0
tackles,35.0
interceptions,14.0
blocks,49.0
tackles_won,18.0
dribble_tackles,14.0
dribbles_vs,53.0
pressures,576.0
pressure_regains,137.0
clearances,28.0
errors,1.0
aerials_won,13.0
aerials_lost,27.0
ball_recoveries,170.0
pens_conceded,0.0
fouls,41.0
cards_yellow_red,0.0
