position,LB
minutes,2877.0
passes_completed,2243.0
passes,2612.0
dribbles_completed,19.0
dribbles,27.0
passes_completed_short,1252.0
passes_short,1359.0
passes_completed_medium,830.0
passes_medium,957.0
passes_completed_long,140.0
passes_long,225.0
passes_total_distance,35551.0
passes_free_kicks,49.0
through_balls,1.0
passes_pressure,338.0
passes_switches,33.0
crosses,84.0
corner_kicks,1.0
passes_intercepted,58.0
passes_blocked,68.0
dispossessed,18.0
goals,2.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,4.0
sca,80.0
gca,16.0
xg,1.5000000000000002
crosses_into_penalty_area,18.0
passes_into_final_third,137.0
passes_into_penalty_area,60.0
progressive_passes,208.0
carry_progressive_distance,4568.0
assisted_shots,44.0
fouled,19.0
pens_won,1.0
tackles,43.0
interceptions,40.0
blocks,72.0
tackles_won,32.0
dribble_tackles,17.0
dribbles_vs,50.0
pressures,420.0
pressure_regains,148.0
clearances,70.0
errors,0.0
aerials_won,11.0
aerials_lost,19.0
ball_recoveries,288.0
pens_conceded,0.0
fouls,24.0
cards_yellow_red,0.0
