position,LM
minutes,1403.0
passes_completed,388.0
passes,591.0
dribbles_completed,17.0
dribbles,32.0
passes_completed_short,173.0
passes_short,227.0
passes_completed_medium,161.0
passes_medium,236.0
passes_completed_long,46.0
passes_long,100.0
passes_total_distance,7035.0
passes_free_kicks,2.0
through_balls,2.0
passes_pressure,114.0
passes_switches,16.0
crosses,68.0
corner_kicks,1.0
passes_intercepted,12.0
passes_blocked,38.0
dispossessed,13.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,27.0
shots_on_target,7.0
sca,49.0
gca,2.0
xg,3.3000000000000003
crosses_into_penalty_area,18.0
passes_into_final_third,26.0
passes_into_penalty_area,33.0
progressive_passes,53.0
carry_progressive_distance,1979.0
assisted_shots,28.0
fouled,13.0
pens_won,0.0
tackles,38.0
interceptions,14.0
blocks,37.0
tackles_won,28.0
dribble_tackles,12.0
dribbles_vs,41.0
pressures,505.0
pressure_regains,127.0
clearances,18.0
errors,0.0
aerials_won,20.0
aerials_lost,21.0
ball_recoveries,121.0
pens_conceded,0.0
fouls,35.0
cards_yellow_red,0.0
