position,DM
minutes,868.0
passes_completed,389.0
passes,466.0
dribbles_completed,11.0
dribbles,12.0
passes_completed_short,125.0
passes_short,142.0
passes_completed_medium,179.0
passes_medium,199.0
passes_completed_long,78.0
passes_long,116.0
passes_total_distance,8218.0
passes_free_kicks,20.0
through_balls,0.0
passes_pressure,78.0
passes_switches,23.0
crosses,7.0
corner_kicks,3.0
passes_intercepted,7.0
passes_blocked,3.0
dispossessed,7.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,0.0
sca,17.0
gca,2.0
xg,0.6
crosses_into_penalty_area,0.0
passes_into_final_third,40.0
passes_into_penalty_area,5.0
progressive_passes,43.0
carry_progressive_distance,1258.0
assisted_shots,7.0
fouled,19.0
pens_won,0.0
tackles,28.0
interceptions,8.0
blocks,18.0
tackles_won,22.0
dribble_tackles,11.0
dribbles_vs,25.0
pressures,202.0
pressure_regains,59.0
clearances,19.0
errors,0.0
aerials_won,12.0
aerials_lost,10.0
ball_recoveries,112.0
pens_conceded,0.0
fouls,26.0
cards_yellow_red,0.0
