position,RW
minutes,528.0
passes_completed,239.0
passes,321.0
dribbles_completed,8.0
dribbles,15.0
passes_completed_short,93.0
passes_short,113.0
passes_completed_medium,108.0
passes_medium,138.0
passes_completed_long,33.0
passes_long,57.0
passes_total_distance,4693.0
passes_free_kicks,6.0
through_balls,2.0
passes_pressure,50.0
passes_switches,12.0
crosses,17.0
corner_kicks,3.0
passes_intercepted,12.0
passes_blocked,12.0
dispossessed,9.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,5.0
sca,21.0
gca,2.0
xg,0.4
crosses_into_penalty_area,3.0
passes_into_final_third,22.0
passes_into_penalty_area,11.0
progressive_passes,40.0
carry_progressive_distance,931.0
assisted_shots,14.0
fouled,7.0
pens_won,0.0
tackles,17.0
interceptions,4.0
blocks,5.0
tackles_won,10.0
dribble_tackles,8.0
dribbles_vs,19.0
pressures,100.0
pressure_regains,33.0
clearances,10.0
errors,0.0
aerials_won,3.0
aerials_lost,6.0
ball_recoveries,51.0
pens_conceded,1.0
fouls,10.0
cards_yellow_red,0.0
