position,FW
minutes,3025.0
passes_completed,515.0
passes,730.0
dribbles_completed,63.0
dribbles,111.0
passes_completed_short,340.0
passes_short,428.0
passes_completed_medium,135.0
passes_medium,194.0
passes_completed_long,20.0
passes_long,42.0
passes_total_distance,6985.0
passes_free_kicks,0.0
through_balls,3.0
passes_pressure,197.0
passes_switches,7.0
crosses,33.0
corner_kicks,1.0
passes_intercepted,23.0
passes_blocked,43.0
dispossessed,60.0
goals,12.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,72.0
shots_on_target,31.0
sca,65.0
gca,13.0
xg,12.3
crosses_into_penalty_area,6.0
passes_into_final_third,19.0
passes_into_penalty_area,16.0
progressive_passes,29.0
carry_progressive_distance,3508.0
assisted_shots,27.0
fouled,52.0
pens_won,0.0
tackles,22.0
interceptions,8.0
blocks,27.0
tackles_won,11.0
dribble_tackles,6.0
dribbles_vs,25.0
pressures,549.0
pressure_regains,136.0
clearances,33.0
errors,0.0
aerials_won,65.0
aerials_lost,70.0
ball_recoveries,123.0
pens_conceded,0.0
fouls,40.0
cards_yellow_red,0.0
