position,LB
minutes,45
passes_completed,26
passes,34
dribbles_completed,2
dribbles,3
passes_completed_short,7
passes_short,8
passes_completed_medium,11
passes_medium,15
passes_completed_long,8
passes_long,11
passes_total_distance,741
passes_free_kicks,4
through_balls,0
passes_pressure,7
passes_switches,6
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,3
gca,1
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,0
progressive_passes,6
carry_progressive_distance,145
assisted_shots,1
fouled,1
pens_won,0
tackles,3
interceptions,0
blocks,0
tackles_won,2
dribble_tackles,1
dribbles_vs,2
pressures,10
pressure_regains,4
clearances,1
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,5
pens_conceded,0
fouls,1
cards_yellow_red,0
