position,DM
minutes,2070.0
passes_completed,1170.0
passes,1406.0
dribbles_completed,47.0
dribbles,56.0
passes_completed_short,550.0
passes_short,618.0
passes_completed_medium,450.0
passes_medium,514.0
passes_completed_long,155.0
passes_long,242.0
passes_total_distance,21496.0
passes_free_kicks,32.0
through_balls,3.0
passes_pressure,251.0
passes_switches,52.0
crosses,6.0
corner_kicks,18.0
passes_intercepted,32.0
passes_blocked,18.0
dispossessed,20.0
goals,3.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,36.0
shots_on_target,7.0
sca,51.0
gca,9.0
xg,1.6000000000000003
crosses_into_penalty_area,2.0
passes_into_final_third,127.0
passes_into_penalty_area,24.0
progressive_passes,131.0
carry_progressive_distance,3232.0
assisted_shots,18.0
fouled,21.0
pens_won,0.0
tackles,62.0
interceptions,37.0
blocks,47.0
tackles_won,41.0
dribble_tackles,14.0
dribbles_vs,51.0
pressures,498.0
pressure_regains,147.0
clearances,27.0
errors,1.0
aerials_won,31.0
aerials_lost,27.0
ball_recoveries,259.0
pens_conceded,0.0
fouls,31.0
cards_yellow_red,1.0
