position,WB
minutes,270.0
passes_completed,110.0
passes,164.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,57.0
passes_short,65.0
passes_completed_medium,44.0
passes_medium,59.0
passes_completed_long,7.0
passes_long,31.0
passes_total_distance,1788.0
passes_free_kicks,3.0
through_balls,1.0
passes_pressure,26.0
passes_switches,4.0
crosses,8.0
corner_kicks,1.0
passes_intercepted,2.0
passes_blocked,9.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,8.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,8.0
passes_into_penalty_area,1.0
progressive_passes,10.0
carry_progressive_distance,347.0
assisted_shots,5.0
fouled,2.0
pens_won,0.0
tackles,4.0
interceptions,4.0
blocks,4.0
tackles_won,3.0
dribble_tackles,2.0
dribbles_vs,5.0
pressures,69.0
pressure_regains,14.0
clearances,6.0
errors,0.0
aerials_won,4.0
aerials_lost,3.0
ball_recoveries,18.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
