position,CM
minutes,1029.0
passes_completed,515.0
passes,619.0
dribbles_completed,9.0
dribbles,17.0
passes_completed_short,229.0
passes_short,256.0
passes_completed_medium,211.0
passes_medium,243.0
passes_completed_long,70.0
passes_long,109.0
passes_total_distance,9689.0
passes_free_kicks,31.0
through_balls,1.0
passes_pressure,86.0
passes_switches,23.0
crosses,14.0
corner_kicks,13.0
passes_intercepted,14.0
passes_blocked,7.0
dispossessed,18.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,5.0
sca,27.0
gca,2.0
xg,1.1
crosses_into_penalty_area,1.0
passes_into_final_third,38.0
passes_into_penalty_area,9.0
progressive_passes,51.0
carry_progressive_distance,1040.0
assisted_shots,13.0
fouled,11.0
pens_won,0.0
tackles,21.0
interceptions,19.0
blocks,16.0
tackles_won,13.0
dribble_tackles,9.0
dribbles_vs,23.0
pressures,313.0
pressure_regains,58.0
clearances,10.0
errors,0.0
aerials_won,7.0
aerials_lost,13.0
ball_recoveries,101.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
