position,RM
minutes,942.0
passes_completed,291.0
passes,396.0
dribbles_completed,22.0
dribbles,36.0
passes_completed_short,173.0
passes_short,202.0
passes_completed_medium,90.0
passes_medium,122.0
passes_completed_long,26.0
passes_long,53.0
passes_total_distance,4437.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,75.0
passes_switches,4.0
crosses,14.0
corner_kicks,3.0
passes_intercepted,15.0
passes_blocked,23.0
dispossessed,30.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,32.0
gca,6.0
xg,0.30000000000000004
crosses_into_penalty_area,2.0
passes_into_final_third,25.0
passes_into_penalty_area,15.0
progressive_passes,42.0
carry_progressive_distance,1163.0
assisted_shots,13.0
fouled,16.0
pens_won,0.0
tackles,9.0
interceptions,6.0
blocks,15.0
tackles_won,4.0
dribble_tackles,2.0
dribbles_vs,11.0
pressures,213.0
pressure_regains,63.0
clearances,2.0
errors,0.0
aerials_won,3.0
aerials_lost,14.0
ball_recoveries,83.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
