position,RM
minutes,180.0
passes_completed,80.0
passes,97.0
dribbles_completed,6.0
dribbles,6.0
passes_completed_short,41.0
passes_short,48.0
passes_completed_medium,29.0
passes_medium,38.0
passes_completed_long,10.0
passes_long,11.0
passes_total_distance,1464.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,22.0
passes_switches,4.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,0.0
dispossessed,2.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,5.0
sca,3.0
gca,0.0
xg,0.6
crosses_into_penalty_area,1.0
passes_into_final_third,7.0
passes_into_penalty_area,4.0
progressive_passes,9.0
carry_progressive_distance,225.0
assisted_shots,2.0
fouled,0.0
pens_won,0.0
tackles,3.0
interceptions,1.0
blocks,7.0
tackles_won,3.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,51.0
pressure_regains,12.0
clearances,6.0
errors,0.0
aerials_won,9.0
aerials_lost,7.0
ball_recoveries,18.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
