position,WB
minutes,2700.0
passes_completed,869.0
passes,1290.0
dribbles_completed,19.0
dribbles,38.0
passes_completed_short,400.0
passes_short,475.0
passes_completed_medium,326.0
passes_medium,436.0
passes_completed_long,125.0
passes_long,320.0
passes_total_distance,16393.0
passes_free_kicks,44.0
through_balls,2.0
passes_pressure,177.0
passes_switches,53.0
crosses,114.0
corner_kicks,23.0
passes_intercepted,29.0
passes_blocked,55.0
dispossessed,20.0
goals,3.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,23.0
shots_on_target,9.0
sca,75.0
gca,9.0
xg,1.6000000000000003
crosses_into_penalty_area,23.0
passes_into_final_third,69.0
passes_into_penalty_area,35.0
progressive_passes,88.0
carry_progressive_distance,2383.0
assisted_shots,46.0
fouled,20.0
pens_won,0.0
tackles,54.0
interceptions,31.0
blocks,49.0
tackles_won,29.0
dribble_tackles,28.0
dribbles_vs,69.0
pressures,541.0
pressure_regains,134.0
clearances,77.0
errors,0.0
aerials_won,13.0
aerials_lost,16.0
ball_recoveries,235.0
pens_conceded,0.0
fouls,50.0
cards_yellow_red,0.0
