position,DM
minutes,966.0
passes_completed,216.0
passes,301.0
dribbles_completed,28.0
dribbles,45.0
passes_completed_short,112.0
passes_short,137.0
passes_completed_medium,76.0
passes_medium,103.0
passes_completed_long,23.0
passes_long,48.0
passes_total_distance,3740.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,70.0
passes_switches,11.0
crosses,30.0
corner_kicks,6.0
passes_intercepted,12.0
passes_blocked,12.0
dispossessed,23.0
goals,4.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,23.0
shots_on_target,8.0
sca,28.0
gca,1.0
xg,2.4
crosses_into_penalty_area,7.0
passes_into_final_third,20.0
passes_into_penalty_area,17.0
progressive_passes,27.0
carry_progressive_distance,1228.0
assisted_shots,15.0
fouled,11.0
pens_won,0.0
tackles,7.0
interceptions,1.0
blocks,9.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,9.0
pressures,160.0
pressure_regains,33.0
clearances,2.0
errors,0.0
aerials_won,7.0
aerials_lost,13.0
ball_recoveries,69.0
pens_conceded,0.0
fouls,17.0
cards_yellow_red,0.0
