position,RB
minutes,1520.0
passes_completed,554.0
passes,793.0
dribbles_completed,8.0
dribbles,21.0
passes_completed_short,230.0
passes_short,269.0
passes_completed_medium,256.0
passes_medium,337.0
passes_completed_long,65.0
passes_long,159.0
passes_total_distance,10301.0
passes_free_kicks,7.0
through_balls,5.0
passes_pressure,94.0
passes_switches,19.0
crosses,55.0
corner_kicks,0.0
passes_intercepted,21.0
passes_blocked,33.0
dispossessed,18.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,12.0
shots_on_target,8.0
sca,36.0
gca,0.0
xg,1.0
crosses_into_penalty_area,16.0
passes_into_final_third,68.0
passes_into_penalty_area,31.0
progressive_passes,75.0
carry_progressive_distance,1664.0
assisted_shots,21.0
fouled,11.0
pens_won,0.0
tackles,29.0
interceptions,11.0
blocks,29.0
tackles_won,17.0
dribble_tackles,14.0
dribbles_vs,43.0
pressures,294.0
pressure_regains,91.0
clearances,30.0
errors,0.0
aerials_won,24.0
aerials_lost,26.0
ball_recoveries,155.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
