position,CB
minutes,1899.0
passes_completed,1007.0
passes,1129.0
dribbles_completed,4.0
dribbles,4.0
passes_completed_short,332.0
passes_short,353.0
passes_completed_medium,500.0
passes_medium,532.0
passes_completed_long,171.0
passes_long,231.0
passes_total_distance,20896.0
passes_free_kicks,28.0
through_balls,0.0
passes_pressure,148.0
passes_switches,31.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,15.0
passes_blocked,10.0
dispossessed,5.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,1.0
gca,0.0
xg,1.2000000000000002
crosses_into_penalty_area,0.0
passes_into_final_third,40.0
passes_into_penalty_area,0.0
progressive_passes,47.0
carry_progressive_distance,2824.0
assisted_shots,0.0
fouled,14.0
pens_won,0.0
tackles,56.0
interceptions,13.0
blocks,42.0
tackles_won,41.0
dribble_tackles,19.0
dribbles_vs,41.0
pressures,252.0
pressure_regains,83.0
clearances,77.0
errors,0.0
aerials_won,36.0
aerials_lost,26.0
ball_recoveries,164.0
pens_conceded,0.0
fouls,29.0
cards_yellow_red,0.0
