position,RW
minutes,241.0
passes_completed,121.0
passes,156.0
dribbles_completed,6.0
dribbles,7.0
passes_completed_short,51.0
passes_short,58.0
passes_completed_medium,59.0
passes_medium,65.0
passes_completed_long,11.0
passes_long,32.0
passes_total_distance,2214.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,10.0
passes_switches,11.0
crosses,5.0
corner_kicks,14.0
passes_intercepted,3.0
passes_blocked,3.0
dispossessed,5.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,9.0
gca,2.0
xg,0.2
crosses_into_penalty_area,1.0
passes_into_final_third,9.0
passes_into_penalty_area,3.0
progressive_passes,15.0
carry_progressive_distance,334.0
assisted_shots,5.0
fouled,3.0
pens_won,0.0
tackles,3.0
interceptions,2.0
blocks,3.0
tackles_won,2.0
dribble_tackles,2.0
dribbles_vs,12.0
pressures,60.0
pressure_regains,11.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,3.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
