position,LM
minutes,2084.0
passes_completed,456.0
passes,832.0
dribbles_completed,40.0
dribbles,91.0
passes_completed_short,182.0
passes_short,245.0
passes_completed_medium,153.0
passes_medium,244.0
passes_completed_long,114.0
passes_long,308.0
passes_total_distance,9793.0
passes_free_kicks,62.0
through_balls,3.0
passes_pressure,122.0
passes_switches,73.0
crosses,134.0
corner_kicks,59.0
passes_intercepted,15.0
passes_blocked,46.0
dispossessed,51.0
goals,2.0
assists,9.0
pens_made,0.0
pens_att,0.0
shots_total,32.0
shots_on_target,16.0
sca,82.0
gca,12.0
xg,2.0
crosses_into_penalty_area,21.0
passes_into_final_third,37.0
passes_into_penalty_area,36.0
progressive_passes,65.0
carry_progressive_distance,4150.0
assisted_shots,51.0
fouled,25.0
pens_won,0.0
tackles,18.0
interceptions,15.0
blocks,31.0
tackles_won,7.0
dribble_tackles,6.0
dribbles_vs,35.0
pressures,359.0
pressure_regains,71.0
clearances,5.0
errors,1.0
aerials_won,5.0
aerials_lost,21.0
ball_recoveries,172.0
pens_conceded,0.0
fouls,20.0
cards_yellow_red,0.0
