position,RW
minutes,254.0
passes_completed,65.0
passes,96.0
dribbles_completed,1.0
dribbles,6.0
passes_completed_short,36.0
passes_short,43.0
passes_completed_medium,22.0
passes_medium,32.0
passes_completed_long,5.0
passes_long,14.0
passes_total_distance,1015.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,18.0
passes_switches,2.0
crosses,7.0
corner_kicks,7.0
passes_intercepted,0.0
passes_blocked,5.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,5.0
gca,0.0
xg,0.5
crosses_into_penalty_area,2.0
passes_into_final_third,2.0
passes_into_penalty_area,2.0
progressive_passes,3.0
carry_progressive_distance,141.0
assisted_shots,3.0
fouled,2.0
pens_won,0.0
tackles,5.0
interceptions,1.0
blocks,4.0
tackles_won,3.0
dribble_tackles,1.0
dribbles_vs,6.0
pressures,72.0
pressure_regains,15.0
clearances,0.0
errors,0.0
aerials_won,2.0
aerials_lost,5.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
