position,LM
minutes,481.0
passes_completed,136.0
passes,235.0
dribbles_completed,8.0
dribbles,13.0
passes_completed_short,69.0
passes_short,79.0
passes_completed_medium,33.0
passes_medium,66.0
passes_completed_long,29.0
passes_long,76.0
passes_total_distance,2649.0
passes_free_kicks,15.0
through_balls,1.0
passes_pressure,25.0
passes_switches,21.0
crosses,43.0
corner_kicks,22.0
passes_intercepted,4.0
passes_blocked,10.0
dispossessed,3.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,11.0
shots_on_target,4.0
sca,25.0
gca,1.0
xg,0.6
crosses_into_penalty_area,6.0
passes_into_final_third,9.0
passes_into_penalty_area,11.0
progressive_passes,17.0
carry_progressive_distance,1066.0
assisted_shots,17.0
fouled,9.0
pens_won,0.0
tackles,11.0
interceptions,4.0
blocks,7.0
tackles_won,6.0
dribble_tackles,6.0
dribbles_vs,15.0
pressures,74.0
pressure_regains,16.0
clearances,2.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,38.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
