position,LW
minutes,3120.0
passes_completed,1392.0
passes,1734.0
dribbles_completed,38.0
dribbles,60.0
passes_completed_short,633.0
passes_short,719.0
passes_completed_medium,622.0
passes_medium,734.0
passes_completed_long,121.0
passes_long,224.0
passes_total_distance,24282.0
passes_free_kicks,26.0
through_balls,0.0
passes_pressure,308.0
passes_switches,38.0
crosses,85.0
corner_kicks,2.0
passes_intercepted,31.0
passes_blocked,53.0
dispossessed,28.0
goals,2.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,27.0
shots_on_target,6.0
sca,43.0
gca,5.0
xg,1.1
crosses_into_penalty_area,19.0
passes_into_final_third,101.0
passes_into_penalty_area,33.0
progressive_passes,136.0
carry_progressive_distance,4539.0
assisted_shots,18.0
fouled,78.0
pens_won,0.0
tackles,56.0
interceptions,29.0
blocks,67.0
tackles_won,42.0
dribble_tackles,20.0
dribbles_vs,56.0
pressures,477.0
pressure_regains,125.0
clearances,94.0
errors,1.0
aerials_won,66.0
aerials_lost,33.0
ball_recoveries,394.0
pens_conceded,0.0
fouls,38.0
cards_yellow_red,0.0
