position,WB
minutes,68
passes_completed,41
passes,47
dribbles_completed,0
dribbles,0
passes_completed_short,13
passes_short,14
passes_completed_medium,21
passes_medium,23
passes_completed_long,7
passes_long,10
passes_total_distance,790
passes_free_kicks,0
through_balls,1
passes_pressure,5
passes_switches,1
crosses,2
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,0
sca,2
gca,0
xg,0.2
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,3
progressive_passes,4
carry_progressive_distance,70
assisted_shots,1
fouled,0
pens_won,0
tackles,1
interceptions,2
blocks,7
tackles_won,0
dribble_tackles,1
dribbles_vs,2
pressures,12
pressure_regains,3
clearances,1
errors,0
aerials_won,0
aerials_lost,3
ball_recoveries,8
pens_conceded,0
fouls,0
cards_yellow_red,0
