position,CM
minutes,2608.0
passes_completed,1725.0
passes,1981.0
dribbles_completed,62.0
dribbles,91.0
passes_completed_short,793.0
passes_short,854.0
passes_completed_medium,635.0
passes_medium,712.0
passes_completed_long,271.0
passes_long,350.0
passes_total_distance,32100.0
passes_free_kicks,50.0
through_balls,9.0
passes_pressure,320.0
passes_switches,96.0
crosses,32.0
corner_kicks,37.0
passes_intercepted,34.0
passes_blocked,46.0
dispossessed,48.0
goals,3.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,39.0
shots_on_target,13.0
sca,110.0
gca,14.0
xg,3.0
crosses_into_penalty_area,5.0
passes_into_final_third,205.0
passes_into_penalty_area,41.0
progressive_passes,176.0
carry_progressive_distance,4919.0
assisted_shots,48.0
fouled,46.0
pens_won,0.0
tackles,42.0
interceptions,37.0
blocks,22.0
tackles_won,31.0
dribble_tackles,9.0
dribbles_vs,58.0
pressures,558.0
pressure_regains,115.0
clearances,7.0
errors,0.0
aerials_won,5.0
aerials_lost,15.0
ball_recoveries,221.0
pens_conceded,0.0
fouls,28.0
cards_yellow_red,0.0
