position,CM
minutes,2355.0
passes_completed,1601.0
passes,1835.0
dribbles_completed,60.0
dribbles,84.0
passes_completed_short,741.0
passes_short,795.0
passes_completed_medium,582.0
passes_medium,654.0
passes_completed_long,253.0
passes_long,324.0
passes_total_distance,29719.0
passes_free_kicks,49.0
through_balls,9.0
passes_pressure,288.0
passes_switches,91.0
crosses,28.0
corner_kicks,32.0
passes_intercepted,34.0
passes_blocked,42.0
dispossessed,41.0
goals,2.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,36.0
shots_on_target,12.0
sca,102.0
gca,13.0
xg,2.8000000000000003
crosses_into_penalty_area,4.0
passes_into_final_third,191.0
passes_into_penalty_area,36.0
progressive_passes,156.0
carry_progressive_distance,4599.0
assisted_shots,43.0
fouled,44.0
pens_won,0.0
tackles,35.0
interceptions,34.0
blocks,18.0
tackles_won,27.0
dribble_tackles,8.0
dribbles_vs,47.0
pressures,489.0
pressure_regains,105.0
clearances,7.0
errors,0.0
aerials_won,5.0
aerials_lost,13.0
ball_recoveries,197.0
pens_conceded,0.0
fouls,23.0
cards_yellow_red,0.0
